0.5,1,61,7.81025,38,6.16441,40,6.32456,42,6.48074,31,5.56776
1.5,1,787,28.0535,363,19.0526,328,18.1108,356,18.868,280,16.7332
2.5,1,2259,47.5289,1093,33.0606,1011,31.7962,888,29.7993,842,29.0172
3.5,1,4827,69.4766,2124,46.0869,1849,43,1679,40.9756,1622,40.2741
4.5,1,6627,81.4064,2725,52.2015,2492,49.9199,2328,48.2494,2050,45.2769
5.5,1,6929,83.2406,3003,54.7996,2587,50.8626,2466,49.6588,2235,47.2758
6.5,1,5619,74.96,2562,50.6162,2303,47.9896,2231,47.2335,2028,45.0333
7.5,1,3825,61.8466,1913,43.7379,1776,42.1426,1734,41.6413,1603,40.0375
8.5,1,2222,47.1381,1372,37.0405,1359,36.8646,1404,37.47,1329,36.4555
9.5,1,1171,34.2199,915,30.249,936,30.5941,914,30.2324,903,30.05
10.5,1,577,24.0208,543,23.3024,588,24.2487,602,24.5357,644,25.3772
11.5,1,253,15.906,360,18.9737,376,19.3907,393,19.8242,395,19.8746
12.5,1,83,9.11043,204,14.2829,200,14.1421,192,13.8564,227,15.0665
13.5,1,22,4.69042,90,9.48683,101,10.0499,100,10,128,11.3137
14.5,1,9,3,32,5.65685,65,8.06226,51,7.14143,63,7.93725
15.5,1,2,1.41421,11,3.31662,20,4.47214,16,4,17,4.12311
16.5,1,0,0,5,2.23607,11,3.31662,7,2.64575,6,2.44949
17.5,1,1,1,1,1,3,1.73205,2,1.41421,5,2.23607
18.5,1,0,0,0,0,0,0,0,0,1,1
19.5,1,0,0,1,1,0,0,0,0,0,0
20.5,1,0,0,0,0,0,0,0,0,0,0
21.5,1,0,0,0,0,0,0,0,0,0,0
22.5,1,0,0,0,0,0,0,0,0,1,1
23.5,1,0,0,0,0,0,0,0,0,0,0
24.5,1,0,0,0,0,0,0,0,0,0,0
25.5,1,0,0,0,0,0,0,0,0,0,0
26.5,1,0,0,0,0,0,0,0,0,0,0
27.5,1,0,0,0,0,0,0,0,0,0,0
28.5,1,0,0,0,0,0,0,0,0,0,0
29.5,1,0,0,0,0,0,0,0,0,0,0
30.5,1,0,0,0,0,0,0,0,0,0,0
31.5,1,0,0,0,0,0,0,0,0,0,0
32.5,1,0,0,0,0,0,0,0,0,0,0
33.5,1,0,0,0,0,0,0,0,0,0,0
34.5,1,0,0,0,0,0,0,0,0,0,0
35.5,1,0,0,0,0,0,0,0,0,0,0
36.5,1,0,0,0,0,0,0,0,0,0,0
37.5,1,0,0,0,0,0,0,0,0,0,0
38.5,1,0,0,0,0,0,0,0,0,0,0
39.5,1,0,0,0,0,0,0,0,0,0,0
40.5,1,0,0,0,0,0,0,0,0,0,0
41.5,1,0,0,0,0,0,0,0,0,0,0
42.5,1,0,0,0,0,0,0,0,0,0,0
43.5,1,0,0,0,0,0,0,0,0,0,0
44.5,1,0,0,0,0,0,0,0,0,0,0
45.5,1,0,0,0,0,0,0,0,0,0,0
46.5,1,0,0,0,0,0,0,0,0,0,0
47.5,1,0,0,0,0,0,0,0,0,0,0
48.5,1,0,0,0,0,0,0,0,0,0,0
49.5,1,0,0,0,0,0,0,0,0,0,0
